smile,score,sim_smile,inchikey0
NC(=O)c1ncn(C2OC(COP(=O)(O)O)C(O)C2O)c1NC=O,1,,ABCOOORLYAOBOZ
CCCCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,1,,PEKPIKIHUYSNLA
CCC(=O)[O-],1,,XBDQKXXYIPTUBI
OCC1OC(OCC2OC(OCC3OC(OC4(CO)OC(CO)C(O)C4O)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,1,,UQZIYBXSHAGNOE
CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC,1,,OHENGMVOQHCYPP
O=C(O)Cc1c[nH]c2ccccc12,1,,SEOVTRFCIGRIMH
CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCNC,1,,FTQVYYIOBHBJOV
O=CC(=O)O,1,,HHLFWLYXYJOTON
O=c1[nH]cnc2c1ncn2C1CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1,1,,UFJPAQSLHAGEBL
CSCCC(=O)C(O)=CO,1,,CILXJJLQPTUUSS
O=C([O-])CNC(=O)C(CS)NC(=O)CCC(=O)C(=O)[O-],1,,PMIVQUCENWNWHX
NC(CCCC(=O)O)C(=O)O,1,,OYIFNHCXNCRBQI
CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCC,1,,UIMZAUCXLVDJCL
CCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC,1,,SIPSHCAOGRVNDF
CCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,JYLSVNBJLYCSSW
CCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCCN(C)C,1,,BGEJOILVHJILII
Cc1ncsc1CCOP(=O)(O)O,1,,OCYMERZCMYJQQO
O=C1OC(C(O)CO)C(=O)C1O,1,,PJBQWWHYTVYMLO
O=CC(=O)[O-],1,,HHLFWLYXYJOTON
CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)OC(=O)CCCCCCCC=CCCCCCC,1,,PGPMCWZMPPZJML
[Se-2],1,,HMUBNCUQSSTAIB
NC(=O)CCC(N)C(=O)O,1,,ZDXPYRJPNDTMRX
CCCCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,1,,PGDOTXJCISJKQV
CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)c1ccc(O)cc1,1,,LTVXPVBFJBTNIJ
O=CC(O)C(O)C(O)COP(=O)(O)O,1,,PPQRONHOSHZGFQ
COC1=C(OC)C(=O)C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)=C(C)C1=O,1,,GXNFPEOUKFOTKY
CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)OC(=O)CCCCCCCC=CCCCCCCCC,1,,LALGUHSIWLNTNW
Nc1nc2c(c(=O)[nH]1)[N+]1=CN(c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)CC1CN2,1,,MEANFMOQMXYMCT
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCC=CCCCC)OC(=O)CCCCCCCCCC=CCCCCCC,1,,BCPQVBVFYZHZBY
CC(C)(CO)C(O)C(=O)NCCC(=O)O,1,,GHOKWGTUZJEAQD
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OS(=O)(=O)O)C(O)C1O,1,,IRLPACMLTUPBCL
CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,ZSLZBFCDCINBPY
NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1,1,,XJLXINKUBYWONI
Nc1ccn(C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)c(=O)n1,1,,FTDHDKPUHBLBTL
Nc1nc2c(c(=O)[nH]1)N=C(C(O)C(O)CO)CN2,1,,YQIFAMYNGGOTFB
Nc1nc2c([nH]c(=O)n2C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1,1,,BUZOGVVQWCXXDP
O=C(O)C1OC(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(O)C(O)C1O,1,,HDYANYHVCAPMJV
C[C@@H]1O[C@@H](O[C@@H]2[C@H](OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O,1,,VQUPQWGKORWZII
NCSCCC(S)CCCCC(N)=O,1,,KALYVIJGKPJBQV
NC(CCc1ncc(CC(N)C(=O)O)[nH]1)C(=O)O,1,,CJCSNWWKPUXVRD
Nc1nc2c(ncn2C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1,1,,HAAZLUGHYHWQIW
C#N,1,,LELOWRISYMNNSU
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,1,,CZMRCDWAGMRECN
CCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,1,,LFUDDCMNKWEORN
CC(C)=CCCC(C)=CCCC(C)=CCO,1,,CRDAMVZIKSXKFV
O=C(O)C(=O)COP(=O)(O)O,1,,LFLUCDOSQPJJBE
O=CCC(O)C(O)CO,1,,ASJSAQIRZKANQN
CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O)OC(=O)CCCCCCCC=CCCCCCC,1,,LBKBJHVQQNUXGQ
O=C(O)C(O)C(O)C(O)C(O)CO,1,,RGHNJXZEOKUKBD
Cc1cc2c(cc1C)N(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC1OC(n3cnc4c(N)ncnc43)C(O)C1O)c1[nH]c(=O)[nH]c(=O)c1N2,1,,YPZRHBJKEMOYQH
CCCCCCCCCC(O)CC(=O)O,1,,MUCMKTPAZLSKTL
O=C(O)CCCC(=O)C(=O)O,1,,FGSBNBBHOZHUBO
CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O,1,,VNOYUJKHFWYWIR
O=CCCl,1,,QSKPIOLLBIHNAC
C=CC1=C(C)c2cc3[n-]c(cc4nc(cc5[n-]c(cc1n2)c(C)c5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C(O)CCC=C(C)CCC=C(C)CCC=C(C)C.[Fe+2],1,,FISPASSVCDRERW
O=P([O-])([O-])OC1C(O)C(O)C(O)C(O)C1O,1,,INAPMGSXUVUWAF
C[Se]CCC(N)C(=O)O,1,,RJFAYQIBOAGBLC
CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)O,1,,LTYOQGRJFJAKNA
CCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,QAQREVBBADEHPA
CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCCN,1,,FHQVHHIBKUMWTI
Nc1ccn(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)n1,1,,ZWIADYZPOWUWEW
CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)O,1,,ABDVMXLJKAKVKI
Cc1cccc(CO)c1,1,,JJCKHVUTVOPLBV
Cc1ncc(CO)c(N)n1,1,,VUTBELPREDJDDH
CCCCCC=CCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,YECLLIMZHNYFCK
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN(C)C)OC(=O)CCCCCCCC=CCCCCCCCC,1,,RBJJYBUTRJYJJO
CC(=O)NCCCC=O,1,,DDSLGZOYEPKPSJ
CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-],1,,TUNIPIPDJADHSR
C=C(CCC(C)C1CCC2C3=CCC4CC(OC(=O)CCCCCCCC=CCCCCCC)CCC4(C)C3CCC21C)C(C)C,1,,SYZHHZICOBPDNN
O=C(O)CO,1,,AEMRFAOFKBGASW
COc1cc(C=O)cc(OC)c1O,1,,KCDXJAYRVLXPFO
CCCCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC,1,,UNJMUQICBJSGNA
CCCCCCC=CCCCCCCCC(=O)OC(CO)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,1,,PEWKZKILLSBVNX
Cc1c2[nH]c(c1CCC(=O)O)Cc1[nH]c(c(CCC(=O)O)c1C)Cc1[nH]c(c(CCC(=O)O)c1C)Cc1[nH]c(c(CCC(=O)O)c1C)C2,1,,WIUGGJKHYQIGNH
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN(C)C)OC(=O)CCCCCCCC=CCCCCCC,1,,YNJODEPIRMUFNC
C=C(CC(=O)O)C(=O)O,1,,LVHBHZANLOWSRM
CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,1,,YFFIQXNTTVSKJC
Nc1nc(=O)c2c([nH]1)NCC1CN(c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)C=[N+]21,1,,MEANFMOQMXYMCT
CCCCCCCCCCCCCCCCCCCCCCCCC(O)C(=O)NC(COP(=O)([O-])OC1C(O)C(O)C(O)C(O)C1OC1OC(COP(=O)([O-])OC2C(O)C(O)C(O)C(O)C2O)C(O)C(O)C1O)C(O)C(O)CCCCCCCCCCCCCC,1,,DBKQSCMOMGQYBE
COC(=O)Cc1ccccc1,1,,CRZQGDNQQAALAY
Nc1nc2[nH]cnc2c(=O)[nH]1,1,,UYTPUPDQBNUYGX
CCCCCCCCCCCCCCCCCCCC(O)CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-],1,,VNJQSRVXTRJVAZ
OC1C2COC(O2)C(O)C1O,1,,TWNIBLMWSKIRAT
O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,1,,LEHOTFFKMJEONL
Nc1nc2c(c(=O)[nH]1)N1CN(c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)CC1CN2,1,,QYNUQALWYRSVHF
CC(N)C(=O)NC(Cc1cnc[nH]1)C(=O)O,1,,XZWXFWBHYRFLEF
CC(C)CCOC(=O)C(C)C,1,,VFTGLSWXJMRZNB
O=C(O)CCl,1,,FOCAUTSVDIKZOP
O=c1ccn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1,1,,AHCYMLUZIRLXAA
O=C([O-])C=CC(=O)[O-],1,,VZCYOOQTPOCHFL
CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O,1,,FSCYHDCTHRVSKN
O=C(O)c1ccc([O-])cc1,1,,FJKROLUGYXJWQN
O=C(O)C(CO)OP(=O)(O)O,1,,GXIURPTVHJPJLF
CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,1,,QMQRBXJWVJVVDD
O=CC(O)C(O)C(O)CO,1,,PYMYPHUHKUWMLA
CC(N)C(=O)NC(C(=O)O)C(C)O,1,,BUQICHWNXBIBOG
CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCCN(C)C)OC(=O)CCCCCCCC=CCCCCCC,1,,PYECRQLIFUYLEH
CCC(O)C(=O)O,1,,AFENDNXGAFYKQO
CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,1,,WBWWGRHZICKQGZ
O=C(O)C(=O)CC(O)C(=O)O,1,,WXSKVKPSMAHCSG
C=C(OC1C=C(C(=O)O)C=CC1N)C(=O)[O-],1,,OIUJHGOLFKDBSU
NC(Cc1c[nH]cn1)C(=O)O,1,,HNDVDQJCIGZPNO
CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O,1,,ULBHNJNYJOQJSB
CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)C(O)CCCCCCCCCCCCCCC,1,,ORSGBBKDFSRJSQ
OCC1OC(OC2C(O)C(O)C(O)C(O)C2O)C(O)C(O)C1O,1,,VCWMRQDBPZKXKG
CC(C)C(C(=O)O)C(O)C(=O)O,1,,RNQHMTFBUSSBJQ
CCCCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,1,,UGDOFRYHDCDVHD
Nc1c(NC2OC(COP(=O)(O)O)C(O)C2O)[nH]c(=O)[nH]c1=O,1,,LZEXYCAGPMYXLX
CCCCCCCCCCCCCCCCCCCCCCC(O)C(=O)NC(COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)C(O)CCCCCCCCCCCCCCC,1,,VNKKSGSHXRHPDZ
O=CC(O)C1OC(=O)C(O)C1O,1,,UYUXSRADSPPKRZ
CC(CN)C(=O)O,1,,QCHPKSFMDHPSNR
CCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,MGNBGCRQQFMNBM
CCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,NDDZLVOCGALPLR
CCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(CO)C(O)C(O)CCCCCCCCCCCCCC,1,,ZESJDNWGTANZCC
CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O,1,,JMVSBFJBMXQNJW
C=Cc1ccc(O)c(OC)c1,1,,YOMSJEATGXXYPX
Nc1nc2c(ncn2C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1,1,,CIKGWCTVFSRMJU
CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)O,1,,BKRKPWQBIFVASS
NC(CO)Cc1cnc[nH]1,1,,ZQISRDCJNBUVMM
OC1=CC(O)=C2C=C(O)C(=[O+]C2=C1)C1=CC(O)=C(O)C(O)=C1,1,,JKHRCGUTYDNCLE
CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,YMCXGHLSVALICC
O=[N+]([O-])c1ccc(O)cc1,1,,BTJIUGUIPKRLHP
O=C(O)CC(O)(CC(=O)O)C(=O)O,1,,KRKNYBCHXYNGOX
Nc1nc2c(c(=O)[nH]1)N=C(C(O)C(O)COP(=O)(O)O)CN2,1,,PLSQMGZYOGSOCE
CCC(C)C(=O)O,1,,WLAMNBDJUVNPJU
C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,1,,RZZPDXZPRHQOCG
O=P(O)(O)OC1C(O)C(O)C(O)C(O)C1OC1OC(COP(=O)(O)OC2C(O)C(O)C(O)C(O)C2O)C(O)C(O)C1O,1,,DKHMHRQWWQWLAI
CC(O)C(NC(=O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O)C(=O)O,1,,GHLUPQUHEIJRCU
NC(C=O)Cc1c[nH]cn1,1,,VYOIELONWKIZJS
NCCC(=O)O,1,,UCMIRNVEIXFBKS
S,1,,RWSOTUBLDIXVET
Nc1nc2c(ncn2C2CC(O)C(COP(=O)(O)O)O2)c(=O)[nH]1,1,,LTFMZDNNPPEQNG
O=C([O-])CCCCC1CCSS1,1,,AGBQKNBQESQNJD
COC1=CC(=CC(OC)=C1O)C1=C(O)C=C2C(O)=CC(O)=CC2=[O+]1,1,,KZMACGJDUUWFCH
