smile,score,sim_smile,inchikey0
O=C([O-])C(O)C(O)C(O)C(O)CO,1,,RGHNJXZEOKUKBD
Nc1c(O)cccc1C(=O)O,1,,WJXSWCUQABXPFS
NCCC(=O)NC(Cc1cnc[nH]1)C(=O)O,1,,CQOVPNPJLQNMDC
CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,DUAFKXOFBZQTQE
OC(=O)C1=CC=C(O)C=C1,1,,FJKROLUGYXJWQN
CCCCCCCCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,DEHLMTDDPWDRDR
N=c1nc(O)c2c([nH]1)NCC1C[N+](c3ccc(C(O)=NC(CCC(=O)[O-])C(=O)[O-])cc3)=CN21,1,,MEANFMOQMXYMCT
CSCCC(=O)C(=O)COP(=O)(O)O,1,,HKEAOVFNWRDVAJ
NCCC=O,1,,PCXDJQZLDDHMGX
CSCC1OC(OP(=O)(O)O)C(O)C1O,1,,JTFITTQBRJDSTL
CCCCCCCCCCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-],1,,WZMAIEGYXCOYSH
CCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C(O)CCCCCCCCCCCCCCC,1,,GZIVPMFXRVKOKZ
COC1=CC(=O)C=C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C1=O,1,,SCPRZSDIZDIQOW
O[C@H]([C@@H](OC(=O)\C=C\C1=CC(O)=C(O)C=C1)C(O)=O)C(O)=O,1,,SWGKAHCIOQPKFW
COc1c(O)c(C)c(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)c(O)c1OC,1,,DYOSCPIQEYRQEO
C[N+](C)(C)CC(O)CC(=O)[O-],1,,PHIQHXFUZVPYII
CCCCCCCCCCCCCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-],1,,KRTIFNFQCJTGMV
O=Cc1ccccc1,1,,HUMNYLRZRPPJDN
CC(=O)O,1,,QTBSBXVTEAMEQO
CSCCC(N)C(=O)NC(C)C(=O)O,1,,JHKXZYLNVJRAAJ
CCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,1,,UOXRPRZMAROFPH
CCCCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,IJFLXRCJWPKGKJ
O=CC(O)C(O)C(O)C(O)C(O)CO,1,,YPZMPEPLWKRVLD
NCC(=O)NC1OC(COP(=O)(O)O)C(O)C1O,1,,OBQMLSFOUZUIOB
CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCC,1,,UPNIZHAKPCAWML
CCC(C)C=O,1,,BYGQBDHUGHBGMD
CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,1,,WTJKGGKOPKCXLL
CC(C)(COP(=O)(O)O)C(O)C(=O)NCCC(=O)NC(CS)C(=O)O,1,,XQYALQVLCNHCFT
CCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)(O)OCC(N)C(=O)O,1,,XSJRZJQMAINRKX
O=C(O)COP(=O)(O)O,1,,ASCFNMCAHFUBCO
C#CC=O,1,,IJNJLGFTSIAHEA
Cn1cncc1CC(N)C(=O)O,1,,JDHILDINMRGULE
Nc1c(C(=O)[O-])ncn1C1OC(COP(=O)([O-])[O-])C(O)C1O,1,,XFVULMDJZXYMSG
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCCCC=CCCCC,1,,VPLVVEXGHCOPJW
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN(C)C)OC(=O)CCCCCCCCCC=CCCCC,1,,ONMLGGJINLYVRX
CCS,1,,DNJIEGIFACGWOD
CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)O,1,,HHMKVXGZZUOMHM
CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCCN,1,,LYJWNHGFGVVCAO
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,1,,ZKHQWZAMYRWXGA
NC(=O)CCCCC1CCSS1,1,,FCCDDURTIIUXBY
CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,OJFDKHTZOUZBOS
[N]=O,1,,MWUXSHHQAYIFBG
c1ncc2[nH]cnc2n1,1,,KDCGOANMDULRCW
O=CCc1c[nH]c2ccccc12,1,,WHOOUMGHGSPMGR
CC(O)(C(O)=O)C1=CC=CC=C1,1,,NWCHELUCVWSRRS
CCCCCCCCCCCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-],1,,ROOFWBIMBMJYGA
Nc1nc(=O)c2[nH]c(=O)n(C3CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O3)c2[nH]1,1,,BUZOGVVQWCXXDP
CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)O,1,,OPVZUEPSMJNLOM
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCC=CCCCC)OC(=O)CCCCCCCCCC=CCCCCCC,1,,SPWYCDYNCOPAHB
CCOC(=O)c1ccccc1,1,,MTZQAGJQAFMTAQ
O=P(O)(O)OC1C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1OP(=O)(O)O,1,,CTPQAXVNYGZUAJ
CCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,1,,CSSREBMYTISBLB
O=c1[nH]cnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O,1,,JPXZQMKKFWMMGK
O=C([O-])CCC(C(=O)[O-])C(O)C(=O)[O-],1,,OEJZZCGRGVFWHK
CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,1,,SZXNLYZNXCGSMY
CC(=O)NC(C(=O)O)C(C)C,1,,IHYJTAOFMMMOPX
NC(CCS)C(=O)O,1,,FFFHZYDWPBMWHY
OC(=O)C1=CC=CC=C1,1,,WPYMKLBDIGXBTP
CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,1,,FPQIENQTTUVFMM
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)CO)OC(=O)CCCCCCCC=CCCCCCC,1,,OQQUXHFRQBFDPV
CC(C=O)C(=O)O,1,,VOKUMXABRRXHAR
C=C(CCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(OC(=O)CCCCCCCC=CCCCCCCCC)CC1CC3)C(C)C,1,,HMMVQRABXKLEQV
OCCCO,1,,YPFDHNVEDLHUCE
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC,1,,VDMKOMFMBMGPIQ
CC(=O)Oc1ccc(O)cc1,1,,HBMCQTHGYMTCOF
CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,1,,LORSZBNSYOKZNV
COC(=O)CC(=CC(=O)O)C(=O)O,1,,MRNZYUAGJLJQAM
NCCO,1,,HZAXFHJVJLSVMW
COC(=O)C(O)C(C(=O)O)C(C)C,1,,YFUPBIBIDVFELV
Nc1nc2c(ncn2C2CC(O)C(CO)O2)c(=O)[nH]1,1,,YKBGVTZYEHREMT
CCCCCCCCCCCCCCCCCCCCCCCC(O)C(O)C(=O)NC(COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C(O)C(O)CCCCCCCCCCCCCC,1,,CDDZETQXNQBXOI
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O)OC(=O)CCCCCCCCCC=CCCCCCC,1,,MLJICZCKPXHCSF
CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,1,,YOBFISPJJWPPTK
C[N+](C)(C)CCOP(=O)(O)O,1,,YHHSONZFOIEMCP
C[C@@H]1O[C@H](OC2=CC(O)=C3C(=O)C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)=C(OC3=C2)C2=CC=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O,1,,JYXSWDCPHRTYGU
CCCCCCCCCCCCCCCC(=O)C(N)CO,1,,KBUNOSOGGAARKZ
NC(CO)C(=O)O,1,,MTCFGRXMJLQNBG
CC(O)CC(=O)O,1,,WHBMMWSBFZVSSR
CC(N)C(=O)NC(CCC(N)=O)C(=O)O,1,,HJCMDXDYPOUFDY
CCCCCCCCCCCC(=O)O,1,,POULHZVOKOAJMA
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCC=CCCCC)OC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCC=CCCCC,1,,KKQGAGUUTRWILQ
CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC,1,,VCOQISMTLHMNRY
CCCCCC(C)=O,1,,CATSNJVOTSVZJV
CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,1,,FEKLSEFRUGWUOS
NC(CC(O)C=O)C(=O)O,1,,XCXUZPXOFFRGGP
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCC,1,,VWCRAZVDJWSWRC
O=Cc1ccccc1O,1,,SMQUZDBALVYZAC
CCCCCCCCCCCCCCCCCCCCCCC(O)C(=O)NC(COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C(O)CCCCCCCCCCCCCCC,1,,JANMBMKTOMMZFP
CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCCNC,1,,SZVWJZUHPUKXGC
CCCCCCCCC=CCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,MRVDZOHJMLTLHJ
O=C(O)CCC(=O)C(=O)O,1,,KPGXRSRHYNQIFN
O=C(C=Cc1ccc(O)c(O)c1)OC(C(=O)O)C(O)C(=O)O,1,,SWGKAHCIOQPKFW
N=c1c2ncn(C3OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C3O)c2ncn1C1OC(COP(=O)(O)O)C(O)C1O,1,,RKNHJBVBFHDXGR
COc1cccc(OC)c1O,1,,KLIDCXVFHGNTTM
NC(Cc1c[nH]c2ccccc12)C(=O)O,1,,QIVBCDIJIAJPQS
Nc1ncnc2c1ncn2C1OC(CSCCC(N)C(=O)O)C(O)C1O,1,,ZJUKTBDSGOFHSH
NC(COP(=O)(O)O)Cc1c[nH]cn1,1,,CWNDERHTHMWBSI
CCCCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,MOYMQYZWIUKGGY
CCCC=CC=O,1,,MBDOYVRWFFCFHM
O=C(COP(=O)(O)O)Cc1c[nH]cn1,1,,YCFFMSOLUMRAMD
NC(N)=O,1,,XSQUKJJJFZCRTK
CCC=O,1,,NBBJYMSMWIIQGU
CCCCCC(=O)OCC,1,,SHZIWNPUGXLXDT
CCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-],1,,NDDZLVOCGALPLR
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,1,,FUWNTIJRRSURFF
Nc1nc2c(c(=O)[nH]1)NC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)CN2,1,,MSTNYGQPCMXVAQ
CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C(O)CCCCCCCCCCCCCCC,1,,ULGWLVJPHSVAOJ
CCc1ccccc1,1,,YNQLUTRBYVCPMQ
COc1cc(C(=O)O)ccc1O,1,,WKOLLVMJNQIZCI
CC(C)(COP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCS,1,,JDMUPRLRUUMCTL
Nc1nc(O)c2c(n1)NCC(COP(=O)(O)OP(=O)(O)O)=N2,1,,FCQGJGLSOWZZON
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC)OC(=O)CCCCCCCCCC=CCCCCCC,1,,GMJXFLDMZXXABQ
CCCCCCCCCCCCCCCCCCCCCC=CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-],1,,UVJKZCSQLMWPMV
NCCCC(N)C(=O)O,1,,AHLPHDHHMVZTML
CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,1,,MHRYHUWMQDWNDB
NC(CC=O)C(=O)O,1,,HOSWPDPVFBCLSY
Nc1nc2c(c(=O)[nH]1)N=C(CO)CN2,1,,CQQNNQTXUGLUEV
Nc1c(NCC(O)C(O)C(O)COP(=O)(O)O)[nH]c(=O)[nH]c1=O,1,,RQRINYISXYAZKL
CC(N)C(=O)NC(CCC(=O)O)C(=O)O,1,,VYZAGTDAHUIRQA
Nc1ccn(C2OC(CO)C3OP(=O)([O-])OC32)c(=O)n1,1,,NMPZCCZXCOMSDQ
O=C(c1ccccc1)C(O)c1ccccc1,1,,ISAOCJYIOMOJEB
NC(=O)CCCN=C(N)N,1,,YHVFECVVGNXFKO
CC(=O)NC(CCC(N)=O)C(=O)O,1,,KSMRODHGGIIXDV
Nc1nc(O)c(N)c(NC2OC(COP(=O)(O)O)C(O)C2O)n1,1,,OCLCLRXKNJCOJD
CSCCC(=O)C(=O)O,1,,SXFSQZDSUWACKX
CC(C)(COP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NC(CS)C(=O)[O-],1,,XQYALQVLCNHCFT
N=c1nc([O-])c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)[O-])C(=O)O)cc1)=N2,1,,OZRNSSUDZOLUSN
CC(N)=O,1,,DLFVBJFMPXGRIB
O=C(O)CCC(C(=O)O)C(=O)C(=O)O,1,,PYOHERBGXSPHQI
CC(C)C(C(=O)O)C(=O)C(=O)O,1,,HIIZAGQWABAMRR
CC(O)(CCO)CC(=O)[O-],1,,KJTLQQUUPVSXIM
CCCCCCCCCCCCCCCCCCCCCCCC(O)C(O)C(=O)NC(COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1OC1OC(COP(=O)(O)OC2C(O)C(O)C(O)C(O)C2O)C(O)C(O)C1O)C(O)C(O)CCCCCCCCCCCCCC,1,,SQXZQHDWAOQNOP
CCC(CC)NC1=C(C=CC(=C1)C(O)=O)N1C(=O)CC[C@@]1(CN)CO,1,,ZEZFFRWWHKSMEB
CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCCN(C)C)OC(=O)CCCCCCCC=CCCCCCCCC,1,,IAYTZZZFSDDELX
C=C(C)CCOP(=O)(O)OP(=O)(O)O,1,,NUHSROFQTUXZQQ
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCC=CCCCC)OC(=O)CCCCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCC=CCCCC,1,,ZHQDHFXEGZBERM
CCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCCNC,1,,CMYJYQAMOMOHTP
C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C=C,1,,KSFOVUSSGSKXFI
CC1=C(O)C(=O)OC1C,1,,UNYNVICDCJHOPO
CC1(CC(=O)O)c2cc3[nH]c(cc4nc(cc5[nH]c(cc(n2)C1CCC(=O)O)C(C)(CC(=O)O)C5CCC(=O)O)C(CC(=O)O)=C4CCC(=O)O)c(CCC(=O)O)c3CC(=O)O,1,,KWIZRXMMFRBUML
CC(=O)OC[C@H]1O[C@@H](OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C(O)=C2)[C@H](O)[C@@H](O)[C@@H]1O,1,,QPXIWIXIRHZIMM
CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC(N)C(=O)O)OC(=O)CCCCCCCC=CCCCCCC,1,,SYAYTZJXUCQTMJ
C=Cc1c(C)c2cc3[nH]c(cc4nc(cc5nc(cc1[nH]2)C(C)=C5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C=C,1,,ZCFFYALKHPIRKJ
O=c1[nH]cc(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1,1,,MOBMOJGXNHLLIR
NCC(=O)NC(CCC(=O)O)C(=O)O,1,,IEFJWDNGDZAYNZ
Nc1nc2c(c(=O)[nH]1)NC(CNc1ccc(C(=O)NC(CCC(=O)NC(CCC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)cc1)CN2,1,,RXWVHRYZTWZATH
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC,1,,QAYAQHNXDOVDBO
NC(=O)NC(CC(=O)O)C(=O)O,1,,HLKXYZVTANABHZ
O=C(O)c1cc(=O)[nH]c(=O)n1C1OC(COP(=O)(O)O)C(O)C1O,1,,KYOBSHFOBAOFBF
O=C(O)O,1,,BVKZGUZCCUSVTD
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,1,,UDMBCSSLTHHNCD
CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)O,1,,NLVQCMNLQFFKPE
CCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,CPSDNAXXKWVYIY
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,1,,VJESQYJWJNLRPT
O=P(O)(O)O,1,,NBIIXXVUZAFLBC
C[S+](CCC(N)C(=O)[O-])CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,1,,MEFKEPWMEQBLKI
C=Cc1c(C)c2cc3[n-]c(cc4nc(cc5nc(cc1[n-]2)C(C)=C5CCC(=O)[O-])C(CCC(=O)[O-])=C4C)c(C)c3C=C.[Fe],1,,RNQMHXMGXVQRMV
C=CC=O,1,,HGINCPLSRVDWNT
O=CCO,1,,WGCNASOHLSPBMP
O=C(O)C=C1C=CC(=O)O1,1,,AYFXPGXAZMFWNH
CCOC(=O)c1cccnc1,1,,XBLVHTDFJBKJLG
CC(=O)NC(CCCN)C(=O)O,1,,JRLGPAXAGHMNOL
[K],1,,ZLMJMSJWJFRBEC
O=C([O-])C(O)CO,1,,RBNPOMFGQQGHHO
CC1NC(=O)NC1CCCCCC(=O)O,1,,AUTOLBMXDDTRRT
CCCCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC([NH3+])C(=O)[O-],1,,JZWNYZVVZXZRRH
NC(=O)CC(N)C(=O)O,1,,DCXYFEDJOCDNAF
CCCCCCCCC=CCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,KZLHPKRIEDLQGG
NC(CCC(=O)NC(CSSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,1,,YPZRWBKMTBYPTK
CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,1,,RDHQFKQIGNGIED
NCC(O)CCC(N)C(=O)O,1,,YSMODUONRAFBET
CCCCCCCCCCCCCCCC(O)C(CO)NC=O,1,,XSDVOEIEBUGRQX
O=P([O-])([O-])OC1OC(CO)C(O)C1O,1,,YXJDFQJKERBOBM
O=P(O)(O)OC1C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)OP(=O)(O)O)C(OP(=O)(O)O)C1OP(=O)(O)O,1,,UPHPWXPNZIOZJL
O=C(O)c1ccc2ccccc2n1,1,,LOAUVZALPPNFOQ
[NH3+]CC(=O)NC1OC(COP(=O)([O-])[O-])C(O)C1O,1,,OBQMLSFOUZUIOB
COC1=C(O)C(=O)C(C)=C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C1=O,1,,YPBJTTYNKXYYKL
NCCCCNCCCN,1,,ATHGHQPFGPMSJY
CC(=O)OC(CC(=O)O)C[N+](C)(C)C,1,,RDHQFKQIGNGIED
CCOC(=O)C(C)O,1,,LZCLXQDLBQLTDK
CC=C(N)C(=O)[O-],1,,PAWSVPVNIXFKOS
O=C(O)C(=O)CC1(C(=O)O)C=CC(O)C=C1,1,,FPWMCUPFBRFMLH
CC1(C)COC(=O)C1=O,1,,HRTOQFBQOFIFEE
CCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC,1,,ZJGGOLUVBBAHMM
NC(CCC(=O)NC(CSCO)C(=O)NCC(=O)O)C(=O)O,1,,PIUSLWSYOYFRFR
CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,1,,QRSPNOMDLRZDPG
CCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCC=CCCCC,1,,YWRDLHDXWXFQDE
CCCCCCCCC=CCC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,JVEFYXPCQBMMAA
O=S(=O)([O-])SSS(=O)(=O)[O-],1,,HPQYKCJIWQFJMS
OCCc1c[nH]c2ccccc12,1,,MBBOMCVGYCRMEA
O=C(O)c1ccccc1NC1OC(COP(=O)(O)O)C(O)C1O,1,,PMFMJXPRNJUYMB
NC(CCOP(=O)(O)O)C(=O)O,1,,FXDNYOANAXWZHG
O[C@@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC(O)=C(O)C(O)=C1,1,,XMOCLSLCDHWDHP
NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)c1,1,,XJLXINKUBYWONI
O=C([O-])c1cccnc1,1,,PVNIIMVLHYAWGP
CC(=O)NC(CCC=O)C(=O)O,1,,BCPSFKBPHHBDAI
CCCCCCC=CCCCCCCCC(=O)OC1CCC2(C)C3=C(CCC2C1(C)C)C1(C)CCC(C(C)CCC=C(C)C)C1(C)CC3,1,,ZQYLHZCSMYSLQS
CCCCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)OC(=O)CCCCCCCC=CCCCCCCCC,1,,VHHMKXOBDPAFKC
NCC(=O)O,1,,DHMQDGOQFOQNFH
NC(CC(=O)c1ccccc1NC=O)C(=O)O,1,,BYHJHXPTQMMKCA
CC(=O)Oc1ccccc1,1,,IPBVNPXQWQGGJP
[H+],1,,GPRLSGONYQIRFK
NC(CCOC(=O)CCC(=O)O)C(=O)O,1,,GNISQJGXJIDKDJ
CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC(O)COP(=O)([O-])OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCC,1,,ZDJOJCREINQZEV
